379,453,172,896,2352,1964,542,680,1692,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.426985596707819,3.1409156378600827,5.873271604938272,0.0,9710.5,424.91882729530334,0.6758331777083965
5489,8383,4355,12771,21005,18700,10627,12167,18253,18289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.10920805525788,66.34409648908742,66.93766777366338,0.0,129460.0,1361.3077805042267,0.8778752665020486
1278,2124,1287,5809,8287,8928,3638,3287,4257,4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.531252320979533,8.12905441967554,11.118518498870015,0.0,31843.0,1031.5432784557343,0.3760528927419015
951,1405,813,3045,4763,5595,2063,2140,2973,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.238683127572017,28.34924897119342,41.42104938271605,0.0,26058.5,932.3300753831863,0.37672105079202084
306,367,162,785,2035,2342,619,528,988,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71619341563786,8.768199588477367,16.19655349794239,0.0,8621.5,449.97265017032623,0.5350821472418705
16288,17521,6613,9066,8700,10043,7443,9798,9627,27724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.01829453279683,61.61386280896723,88.64968544421025,0.0,126073.0,8857.20321404934,0.02019476172677232
6516,7504,4278,7622,9167,10699,6774,7938,9787,14530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.99131821027279,23.33901685959533,28.246686967500985,0.0,79200.0,2599.978033900261,0.1472297884201383
496,594,497,947,1485,1109,644,590,560,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.302510288065844,4.883816872427984,9.009804526748972,0.0,7811.5,463.6295038461685,0.4566696721332212
8346,11402,3722,9331,9408,13624,7333,8503,10496,19103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.480040876285365,46.12216580443252,61.46561442166443,0.0,93746.5,6749.242426514626,0.025861569064105142
979,1634,711,4488,5929,6248,2135,1979,6347,3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162805440906535,2.940742076839012,2.913357170898365,0.0,11251.0,631.3624776601791,0.3546855152150259
1394,1943,1373,7711,9253,8222,3520,2710,3942,3501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.265602287557428,6.373579560525841,8.351961294019036,0.0,15176.5,947.217377781868,0.21256031064721945
2776,4158,1736,9020,11205,14046,5376,6387,11806,8204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.578255472206603,20.941102823372134,25.914755063714207,0.0,46248.0,1361.9595801830292,0.3133100908787675
649,1038,525,2462,4655,5393,1705,1635,2224,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.955925925925927,16.49971193415638,42.368364197530866,0.0,21830.5,801.6782748699188,0.42684806566050104
2137,2894,1923,3787,4871,4783,2998,3042,3398,5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.689393004115228,25.482705761316875,63.35805555555556,0.0,33269.5,1358.4032309055328,0.2265680810306545
298,411,192,876,2083,2209,614,555,586,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.754063786008231,7.0178909465020585,16.835823045267492,0.0,8118.0,486.5584360361099,0.43091230648090945
1535,2126,667,3126,4542,7069,2332,3120,5425,3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.984546255132681,8.820825685153158,10.359791615826163,0.0,23205.5,770.163555264473,0.49162602763012464
4058,6961,3438,12466,12706,17327,8765,10384,15198,14389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.677588091120334,55.747453553883865,59.6256405903511,0.0,101608.0,3991.7484636306763,0.08013300578703825
2888,4122,1251,5653,5995,10901,4772,6586,11714,8175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.933373298390435,18.09800103979883,23.32636420545576,0.0,56556.5,1760.5596458911896,0.22929305629143965
3136,4476,813,8151,16945,13544,3386,5424,27723,8967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.297841356406964,4.897693874736071,4.917741832804593,0.0,90537.0,4406.7434104681015,0.05858688885783821
1127,1674,667,2557,2995,4991,2056,2637,3852,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.73094650205761,29.260493827160495,56.65864197530865,0.0,25432.0,1110.3960911035538,0.25919972138368375
382,429,241,923,2019,1695,586,642,995,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.458034979423869,4.171594650205762,6.202201646090535,0.0,8423.0,404.4751763343811,0.6469830734500861
933,1407,787,3530,7706,7299,2276,2283,2970,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.061316872427987,27.01962962962963,54.277067901234574,0.0,29815.0,908.4894565343857,0.4539467328720584
2215,2812,2028,3882,4058,4730,2959,3351,4204,5316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26181069958848,20.211522633744856,56.03328189300412,0.0,35070.5,1187.4082832336426,0.3125731527791573
968,1616,1021,4366,7599,7800,2727,2352,3171,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.258787891648718,6.5877171110568815,8.908410168808159,0.0,26599.5,750.2224295139313,0.5938862205140498
3825,5555,2271,9478,11775,18021,7871,9845,15610,11306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.942338910757677,29.81135343611073,40.40542605226581,0.0,94222.0,1995.3119523525238,0.2973997330782798
1874,1641,135,1036,448,1549,649,1739,5286,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.257818930041154,31.981399176954735,45.00980452674897,0.0,14929.0,757.0579977035522,0.32732733792500657
1189,1790,584,2740,2747,4870,2187,2663,3926,3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.404465020576133,38.63631687242798,51.950792181069964,0.0,24757.5,1213.8935652971268,0.2111326667511471
835,1152,738,3366,10595,8220,2147,1534,1663,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71387860082305,37.422644032921816,52.12460905349795,0.0,31696.5,999.300637960434,0.3988676769130438
2240,2287,297,2234,1706,4014,1428,3117,7183,4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.588096707818934,46.951018518518524,69.5211316872428,0.0,16008.0,635.9797900915146,0.4973479241238412
2594,4523,2185,9014,12233,17714,7239,7784,10722,8647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.961251578266083,26.612560875977465,34.61954238241255,0.0,81706.0,1929.9149836301804,0.27566869976202474
4033,7505,2881,15784,26872,27758,11619,13974,24528,16020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.19859096648241,67.5374009273308,81.7764299886471,0.0,150345.0,1480.90576004982,0.8614776382642284
191,216,66,516,1687,1666,304,320,510,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.985925925925926,5.097253086419753,11.28650205761317,0.0,5688.0,346.96045660972595,0.5937580221946565
2712,4595,1550,6361,7193,11553,4534,5910,8075,8509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.96840815287165,15.052552281721823,23.658349160203294,0.0,27381.5,1749.3048125505447,0.11244395635259227
1397,1569,344,2211,2840,4661,1604,2705,6103,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.306324205031354,8.755177773769484,9.976219906842514,0.0,24464.0,774.0630496740341,0.5130794951757619
1818,2432,1113,7586,12733,13683,4093,4331,7479,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.541265689821644,17.361770416662246,21.957543316109454,0.0,45317.5,1152.43771982193,0.428786277809465
6933,9828,4076,9557,7994,12538,8468,11011,17053,20902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.26357839340471,45.635624781164786,51.77921781663466,0.0,51045.0,1611.9940702915192,0.24685173972802898
2686,4158,2008,7760,9925,14924,6452,7241,10697,8313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.005313053719403,19.283270910036183,26.7177211429299,0.0,73364.5,1753.7900933027267,0.2997371689282065
508,761,361,1642,3170,3474,1093,1129,1914,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.879547325102882,10.850216049382716,22.476265432098767,0.0,15056.5,645.5117535591125,0.4540729007185912
508,606,211,1230,2495,3473,836,1200,2073,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.751913580246915,9.133158436213993,23.773909465020576,0.0,13479.5,495.9726504087448,0.6886018571827729
778,1283,795,3451,6480,6489,2152,2046,2459,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.994989336756889,7.864460100372418,10.359261106218634,0.0,17387.0,629.0681025981903,0.5521272589914176
415,594,323,1559,3105,3492,1054,972,1169,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.131213991769549,10.507983539094651,25.889094650205763,0.0,13489.5,600.8254617452621,0.4695794239334897
3157,4342,1218,5718,6702,11129,4666,6746,13951,8930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.211540706002186,17.798833409373046,26.045371834183918,0.0,65189.0,1796.0327352285385,0.25395436794025567
10647,14466,7018,15029,13249,20768,13968,18794,29420,33238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.91981877791807,87.59713100404248,99.27769790660909,0.0,174711.0,4378.816565275192,0.11450293233767071
5502,10357,4969,20941,22100,30810,15290,16925,25988,22505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.60362709418668,90.65246315610776,92.89098823329691,0.0,173284.5,4122.504945397377,0.12812893342060278
2430,3465,1083,7496,11545,10561,3779,4284,13602,7316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.815499368693567,6.9698829695805795,8.56371685641227,0.0,16240.0,778.1320304870605,0.33704609793236645
618,830,516,2037,4056,4065,1378,1230,1489,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.707479423868314,15.316460905349796,23.11890946502058,0.0,17468.5,834.5899604558945,0.3151513457325351
1321,1181,424,2698,7178,5902,1189,1899,4044,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.277139917695475,28.31681069958848,41.783611111111114,0.0,24094.5,849.1341180801392,0.41992835453907074
1549,2306,695,2200,2472,4305,1955,2826,5321,4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.843837448559675,43.47452674897119,48.12831275720165,0.0,19919.0,1029.068102836609,0.23636826192662838
