3090,4653,2794,7039,9070,10315,5882,5960,6755,9554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.633611497204216,14.566467548727308,20.557695572366818,0.0,47497.0,1846.6012765169144,0.17503696756600132
1387,2226,902,3355,4948,7011,2736,2818,3558,3926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.182993827160495,44.670133744855974,55.064269547325104,0.0,29914.5,1900.0844695568085,0.10412278981104324
6448,8802,3296,13212,24943,20090,8133,9727,26475,19224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.832950482233233,10.878083587093762,14.869934959522118,0.0,50988.0,2069.116872906685,0.1496607084384585
4993,5928,3623,11994,18945,20740,8241,6828,8218,10305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.26753864762491,24.04788114462753,32.87482891065157,0.0,55236.5,2259.9809987545013,0.1359021854561345
329,517,303,1376,3559,3031,821,676,687,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4975,11.21045267489712,15.079485596707821,0.0,11889.5,647.3107430934906,0.3565724832373581
14157,18245,5637,11899,8111,15977,11744,19436,35677,39618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.77869261212321,70.03754681747287,79.06291843945294,0.0,166837.5,4931.337549090385,0.08621326162475403
6388,10778,5926,19910,28259,29910,14951,16260,23687,22509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.27961569884032,92.11918163587943,92.55047268406031,0.0,177857.0,1760.410370349884,0.7211954698575374
1605,2246,902,4742,7895,10825,3557,4262,7198,4382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.061545552927974,17.48615174956912,30.224946891658988,0.0,47053.0,1182.337214589119,0.4229747705891368
1330,1522,796,2502,6970,4529,1647,1677,3129,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.431748971193418,13.238106995884774,30.268662551440332,0.0,15823.5,761.5361392498016,0.3428714938160848
1943,2846,1487,5872,10725,13033,4591,4286,5400,5337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.879125287995551,12.57220545006753,31.4974497497418,0.0,45798.0,1396.7047457695007,0.29501707932383836
5837,8458,3196,9725,15342,14736,8740,11742,23308,18463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.00448545873166,53.71888030642235,55.00569236808879,0.0,119021.5,1299.9524413347244,0.8850755739105132
935,1249,730,3418,8792,7302,2200,1960,2431,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.342932098765434,19.32608024691358,36.0233950617284,0.0,29156.0,796.1219252347946,0.578067610730172
